valorObjetivoLento,valorObjetivoRapido,porcentajeRed,Grupo,Tipo
126.51,127.6631805,42.51242259,100,Rapida
121.9613,122.9463994,47.33898863,100,Rapida
129.7240994,130.907999,46.60053027,100,Rapida
121.4351,122.5102468,49.69569601,100,Rapida
126.3361,127.3449992,50.7840278,100,Rapida
131.4756,132.5431978,49.43762528,100,Rapida
123.5424,125.0792974,56.39431176,100,Rapida
132.5111,133.3817979,44.57636564,100,Rapida
122.7273,123.7178935,56.48386549,100,Rapida
124.3079,125.7033982,47.93258252,100,Rapida
118.0082,118.9248937,42.29266408,100,Rapida
130.2360983,131.6463988,45.90500191,100,Rapida
126.6822,128.0553977,45.69321558,100,Rapida
125.4539,126.7911986,46.90825979,100,Rapida
120.4928,121.2899022,53.8040725,100,Rapida
118.2612,119.4885962,45.62390075,100,Rapida
128.3798973,129.5952998,45.09934591,100,Rapida
122.5801995,123.6197972,53.45640166,100,Rapida
111.364,112.9590972,59.26038499,100,Rapida
127.4859,129.2508978,42.51499369,100,Rapida
122.966,123.6689,54.41409781,100,Rapida
125.1074,125.8888,48.62467991,100,Rapida
127.7935,128.9580952,38.65334335,100,Rapida
124.5519996,125.5710992,46.90814679,100,Rapida
123.3528,124.8068999,46.98464214,100,Rapida
122.3314,123.2410296,48.67070154,100,Rapida
121.471499,122.7323974,51.01080015,100,Rapida
120.4083,122.4207989,52.23628143,100,Rapida
120.7035,121.5929967,53.45170271,100,Rapida
126.22,127.6283997,50.94586926,100,Rapida
125.3020998,126.9588988,53.35689311,100,Rapida
130.3914,131.5828999,44.28039751,100,Rapida
125.7737996,126.9372936,44.33343921,100,Rapida
124.8323,125.9893989,49.44793345,100,Rapida
126.7653,127.8203979,47.00064564,100,Rapida
126.2355,127.6140999,54.68797993,100,Rapida
126.5621999,127.3650963,52.34057451,100,Rapida
123.8336,124.8276964,48.22187134,100,Rapida
131.5306,132.4159944,48.67503619,100,Rapida
123.5654,124.8461977,50.50118915,100,Rapida
123.6882,125.2009944,50.68122228,100,Rapida
119.943,121.3533982,47.81327255,100,Rapida
115.6338981,116.6319999,49.26228644,100,Rapida
127.0405,128.4172942,53.5303681,100,Rapida
120.9318,122.1700999,50.84188783,100,Rapida
124.5637,125.7518992,43.72847094,100,Rapida
123.7689,125.0580979,55.69574856,100,Rapida
121.3281,122.9823973,44.12484149,100,Rapida
122.2153,123.6112975,48.31095665,100,Rapida
125.3872,126.5690418,44.67490665,100,Rapida
124.0953999,124.9976943,50.40155864,100,Rapida
127.9867999,129.1044991,48.83532122,100,Rapida
127.8763,129.4618982,55.42214287,100,Rapida
135.0672,136.3469719,39.86683001,100,Rapida
126.212,127.5370944,43.78656639,100,Rapida
125.0262,126.038095,53.22020683,100,Rapida
116.3707,117.5968997,58.2583106,100,Rapida
127.0302971,128.2775933,50.78704858,100,Rapida
122.3886,123.8244981,54.08480981,100,Rapida
125.1522,126.2237038,46.08262425,100,Rapida
126.8541982,128.1492003,41.65653661,100,Rapida
123.1388,124.6089991,54.63410494,100,Rapida
120.482,121.5342992,56.04808421,100,Rapida
111.5783,112.8338996,48.3723888,100,Rapida
130.9631,132.0523972,53.15210967,100,Rapida
130.128,131.5938985,51.10401969,100,Rapida
128.9756,130.5557992,44.80648071,100,Rapida
122.3924,123.4388984,46.54434128,100,Rapida
122.3135974,123.2104991,49.35448957,100,Rapida
368.0553987,368.053699,35.86583363,300,Lenta
369.7723,369.6115986,38.11795888,300,Lenta
361.8378,361.8754997,35.21116572,300,Lenta
364.2319997,364.4829995,36.79666004,300,Lenta
368.9909,369.3746999,35.82639725,300,Lenta
359.4943,359.3525987,38.70451168,300,Lenta
353.1950988,353.2728884,43.06293136,300,Lenta
363.3976,363.8543,41.97007623,300,Lenta
362.8637,363.3191993,37.89155215,300,Lenta
363.6853,364.0243991,37.61147446,300,Lenta
370.4608997,370.5987917,31.26668194,300,Lenta
374.7016992,374.4327999,33.31045114,300,Lenta
382.8896995,382.9886969,34.41159425,300,Lenta
380.3378,380.5919,37.46121723,300,Lenta
359.273,359.1111997,45.2608032,300,Lenta
365.2312,365.4347709,44.60358851,300,Lenta
379.0509,378.7042998,35.37978034,300,Lenta
361.3365,361.297299,35.89803406,300,Lenta
355.6936,355.700499,39.62644101,300,Lenta
347.4569,347.2746994,40.2503674,300,Lenta
372.4601,372.4936999,38.55737385,300,Lenta
374.9384,374.9383997,42.26424775,300,Lenta
363.1153,362.6184923,40.6764398,300,Lenta
365.2903,365.2630993,37.39484694,300,Lenta
370.9728,370.9653991,36.80638646,300,Lenta
367.9973,367.9059987,40.49919601,300,Lenta
371.7611,372.1079994,36.44386926,300,Lenta
375.8931997,376.2384975,36.91398938,300,Lenta
386.1124997,386.4309987,33.74352905,300,Lenta
372.8851997,373.0833994,35.60381638,300,Lenta
366.6156983,366.6156991,39.43848061,300,Lenta
379.2715992,378.8204992,40.24510649,300,Lenta
370.4604999,370.973999,38.11256096,300,Lenta
361.7088,362.196999,39.1256215,300,Lenta
369.0895995,369.0889998,32.63657412,300,Lenta
382.1217,382.1217,35.94641797,300,Lenta
369.1748,369.5168992,35.56725888,300,Lenta
389.3962,389.4512999,37.2326215,300,Lenta
371.8252992,371.6150983,32.74844634,300,Lenta
380.947,380.9469774,36.59298501,300,Lenta
353.8609998,353.9128999,39.38533834,300,Lenta
358.4666982,358.4667,36.42850386,300,Lenta
353.7602,353.8473991,37.54203984,300,Lenta
369.631,369.7189999,38.16763029,300,Lenta
368.8372,368.9592999,40.35331598,300,Lenta
377.3467997,378.0403983,36.24090351,300,Lenta
355.6201,355.5746998,43.19547033,300,Lenta
359.4515993,359.8242954,42.38245611,300,Lenta
367.9545998,367.9739998,38.14590663,300,Lenta
371.0709,370.7947999,37.71764865,300,Lenta
383.6992997,383.2441994,38.64691664,300,Lenta
368.4668,368.4472997,40.47256281,300,Lenta
377.1004,376.950299,36.17198171,300,Lenta
349.7448,349.7479991,42.81881986,300,Lenta
359.8247999,359.9365998,39.60635391,300,Lenta
373.2646,373.4305995,38.99460836,300,Lenta
361.6902,362.2545994,41.52729918,300,Lenta
367.0581,367.2228999,36.7696217,300,Lenta
367.9396,368.0871929,41.35743174,300,Lenta
368.5469,369.0872995,39.85155588,300,Lenta
363.2750995,363.4487998,36.51319806,300,Lenta
364.3330988,364.504304,36.29398645,300,Lenta
364.5016,364.3084992,38.16779338,300,Lenta
374.8741998,374.9345,40.02242158,300,Lenta
364.1676,364.3705989,32.20966093,300,Lenta
352.6248997,352.5049992,40.3785442,300,Lenta
376.6715992,376.6772996,43.91942142,300,Lenta
376.8631,377.0916999,36.89490877,300,Lenta
361.4227999,361.4830998,39.32291739,300,Lenta
365.9287997,366.0026024,37.2937145,300,Lenta
372.5695,372.9847941,42.78192307,300,Lenta
354.0009998,354.1027992,45.80086501,300,Lenta
367.7946,367.9746975,35.32340181,300,Lenta
362.936,363.0821995,37.41824571,300,Lenta
363.3376,363.4415951,31.35578603,300,Lenta
382.9563,382.9922998,35.28985848,300,Lenta
368.523,368.7566993,36.87050027,300,Lenta
363.7349,364.3753037,39.10857956,300,Lenta
368.6853,368.6431997,32.66399491,300,Lenta
367.4071999,367.5353995,39.60473936,300,Lenta
375.9329,375.7494907,34.07801646,300,Lenta
368.501,368.5630995,34.39871198,300,Lenta
351.4402997,351.1543,38.33272859,300,Lenta
377.2395,377.4536,36.42350924,300,Lenta
371.7826,372.2159,36.61643082,300,Lenta
368.7235,368.7054988,32.83783675,300,Lenta
375.1552,375.202801,34.39665873,300,Lenta
376.5564993,376.4153992,40.85112911,300,Lenta
359.3542,359.5173,43.39744015,300,Lenta
364.3827,364.6034977,36.66992428,300,Lenta
367.9969,368.0987993,40.18939318,300,Lenta
373.537,373.6371988,33.91989904,300,Lenta
357.944,357.9439527,44.66260785,300,Lenta
388.9011997,388.8821996,30.53286439,300,Lenta
366.5852997,366.5949996,43.41354139,300,Lenta
369.9333,370.1714685,35.87843062,300,Lenta
366.6579,367.1223994,36.48282683,300,Lenta
361.0508999,360.9386992,37.3475948,300,Lenta
358.7336,359.2980973,39.06926532,300,Lenta
370.1941,369.9897603,40.09334066,300,Lenta
368.0553987,368.053699,47.76353405,300,Rapida
369.7723,369.6115986,46.77495302,300,Rapida
361.8378,361.8754997,46.41830464,300,Rapida
364.2319997,364.4829995,43.22040243,300,Rapida
368.9909,369.3746999,46.13152975,300,Rapida
359.4943,359.3525987,47.86269065,300,Rapida
353.1950988,353.2728884,52.10309858,300,Rapida
363.3976,363.8543,49.13771376,300,Rapida
362.8637,363.3191993,49.01266206,300,Rapida
363.6853,364.0243991,48.61604344,300,Rapida
370.4608997,370.5987917,42.35748219,300,Rapida
374.7016992,374.4327999,41.82331874,300,Rapida
382.8896995,382.9886969,48.27662251,300,Rapida
380.3378,380.5919,44.63931001,300,Rapida
359.273,359.1111997,55.53571726,300,Rapida
365.2312,365.4347709,52.60715956,300,Rapida
379.0509,378.7042998,45.72244867,300,Rapida
361.3365,361.297299,45.17129749,300,Rapida
355.6936,355.700499,51.04463218,300,Rapida
347.4569,347.2746994,48.79760719,300,Rapida
372.4601,372.4936999,46.65633382,300,Rapida
374.9384,374.9383997,50.80589254,300,Rapida
363.1153,362.6184923,51.34550559,300,Rapida
365.2903,365.2630993,45.26835909,300,Rapida
370.9728,370.9653991,46.19525069,300,Rapida
367.9973,367.9059987,53.21296684,300,Rapida
371.7611,372.1079994,46.37656168,300,Rapida
375.8931997,376.2384975,43.5828797,300,Rapida
386.1124997,386.4309987,42.13802049,300,Rapida
372.8851997,373.0833994,47.02768209,300,Rapida
366.6156983,366.6156991,49.11001176,300,Rapida
379.2715992,378.8204992,48.86266086,300,Rapida
370.4604999,370.973999,46.05682679,300,Rapida
361.7088,362.196999,48.71980393,300,Rapida
369.0895995,369.0889998,40.64945361,300,Rapida
382.1217,382.1217,45.39162031,300,Rapida
369.1748,369.5168992,46.74133888,300,Rapida
389.3962,389.4512999,46.92431198,300,Rapida
371.8252992,371.6150983,42.3596888,300,Rapida
380.947,380.9469774,46.77317741,300,Rapida
353.8609998,353.9128999,48.04798026,300,Rapida
358.4666982,358.4667,46.34872527,300,Rapida
353.7602,353.8473991,48.05742759,300,Rapida
369.631,369.7189999,50.15889155,300,Rapida
368.8372,368.9592999,50.65071337,300,Rapida
377.3467997,378.0403983,43.13711242,300,Rapida
355.6201,355.5746998,52.28427127,300,Rapida
359.4515993,359.8242954,48.26070424,300,Rapida
367.9545998,367.9739998,49.45933464,300,Rapida
371.0709,370.7947999,47.64221453,300,Rapida
383.6992997,383.2441994,49.09790028,300,Rapida
368.4668,368.4472997,49.75116796,300,Rapida
377.1004,376.950299,43.1439709,300,Rapida
349.7448,349.7479991,55.3224005,300,Rapida
359.8247999,359.9365998,49.23091747,300,Rapida
373.2646,373.4305995,48.94914821,300,Rapida
361.6902,362.2545994,47.63874337,300,Rapida
367.0581,367.2228999,48.36728761,300,Rapida
367.9396,368.0871929,51.7608122,300,Rapida
368.5469,369.0872995,49.03001801,300,Rapida
363.2750995,363.4487998,41.63277494,300,Rapida
364.3330988,364.504304,47.61133445,300,Rapida
364.5016,364.3084992,47.97549733,300,Rapida
374.8741998,374.9345,51.39726172,300,Rapida
364.1676,364.3705989,44.19620523,300,Rapida
352.6248997,352.5049992,47.6268309,300,Rapida
376.6715992,376.6772996,55.58372311,300,Rapida
376.8631,377.0916999,48.76855704,300,Rapida
361.4227999,361.4830998,49.63325305,300,Rapida
365.9287997,366.0026024,46.95634446,300,Rapida
372.5695,372.9847941,50.26953623,300,Rapida
354.0009998,354.1027992,52.77677324,300,Rapida
367.7946,367.9746975,49.13733511,300,Rapida
362.936,363.0821995,45.77286941,300,Rapida
363.3376,363.4415951,39.15435996,300,Rapida
382.9563,382.9922998,45.08857623,300,Rapida
368.523,368.7566993,41.52824253,300,Rapida
363.7349,364.3753037,47.23693299,300,Rapida
368.6853,368.6431997,42.19221396,300,Rapida
367.4071999,367.5353995,46.78088688,300,Rapida
375.9329,375.7494907,40.8201417,300,Rapida
368.501,368.5630995,44.56975908,300,Rapida
351.4402997,351.1543,44.98580286,300,Rapida
377.2395,377.4536,44.85717128,300,Rapida
371.7826,372.2159,46.13060758,300,Rapida
368.7235,368.7054988,42.30004238,300,Rapida
375.1552,375.202801,45.77643162,300,Rapida
376.5564993,376.4153992,53.00429958,300,Rapida
359.3542,359.5173,56.70024013,300,Rapida
364.3827,364.6034977,48.63751284,300,Rapida
367.9969,368.0987993,47.46468851,300,Rapida
373.537,373.6371988,45.29285777,300,Rapida
357.944,357.9439527,51.5734396,300,Rapida
388.9011997,388.8821996,43.66113897,300,Rapida
366.5852997,366.5949996,52.05116188,300,Rapida
369.9333,370.1714685,45.93659745,300,Rapida
366.6579,367.1223994,42.78194934,300,Rapida
361.0508999,360.9386992,46.91558818,300,Rapida
358.7336,359.2980973,50.47964607,300,Rapida
370.1941,369.9897603,53.46551167,300,Rapida
612.7035992,612.0467996,34.53740922,500,Lenta
617.7258,616.7079903,36.32932064,500,Lenta
637.8274998,636.5255996,35.64013512,500,Lenta
609.5074998,608.1958,35.53770519,500,Lenta
611.0451997,610.3873,32.89653051,500,Lenta
624.0558998,623.3017993,40.28386929,500,Lenta
625.041,623.9425996,36.33919592,500,Lenta
607.55,606.5675997,38.49388735,500,Lenta
601.7425994,600.5813,30.63870471,500,Lenta
633.2823992,631.8381998,31.84380711,500,Lenta
607.8038992,606.6884992,37.78459942,500,Lenta
600.5584,599.769404,38.7132587,500,Lenta
610.8434996,609.7832997,34.90345023,500,Lenta
622.792,621.3509994,37.31476895,500,Lenta
622.744,621.654299,38.1864141,500,Lenta
602.9970995,602.0894991,31.56440666,500,Lenta
619.5665998,617.8592996,35.80988343,500,Lenta
608.0573992,607.0968995,33.40445688,500,Lenta
604.0293921,603.2072,35.80568689,500,Lenta
616.5457996,615.6143999,33.12250866,500,Lenta
596.3075997,594.8592304,42.35967013,500,Lenta
603.1719998,602.1588611,36.83755946,500,Lenta
623.7684984,622.642599,40.60865224,500,Lenta
603.0624998,602.1111993,38.72293752,500,Lenta
603.1950994,602.3099992,39.72963452,500,Lenta
619.3202,618.0104991,37.55395538,500,Lenta
629.0872,627.924799,35.54550656,500,Lenta
611.4603,610.2613,36.46039495,500,Lenta
611.2115,610.6420979,34.90600741,500,Lenta
610.4939,610.1982999,39.02367793,500,Lenta
613.494,612.8941,41.12693646,500,Lenta
610.0322,608.6573043,37.56432454,500,Lenta
616.5944993,615.5354984,38.45251725,500,Lenta
606.4097992,605.2357999,39.3417264,500,Lenta
584.1884,583.3261992,43.6134007,500,Lenta
611.0038997,609.8740995,36.24250362,500,Lenta
616.553,615.9743994,36.29973682,500,Lenta
622.1002997,620.7354,34.04837612,500,Lenta
599.2831993,598.2774031,35.82540774,500,Lenta
606.2298,605.3755673,36.84020691,500,Lenta
607.1811998,606.1012996,39.38330992,500,Lenta
610.5792,609.7201992,37.54594457,500,Lenta
611.5562999,610.058,39.34726007,500,Lenta
619.8789992,618.6503987,38.28604831,500,Lenta
603.0123,602.3768995,40.52801172,500,Lenta
637.1031,636.2016,36.89596204,500,Lenta
622.8833,621.7975999,36.24217976,500,Lenta
611.0282,610.1498,37.51244324,500,Lenta
601.1342998,600.7464,37.84049673,500,Lenta
602.5452993,602.0148996,37.9390304,500,Lenta
605.1461,604.0263628,36.93882855,500,Lenta
601.7099997,601.3344984,41.0349185,500,Lenta
610.4417993,609.2114991,40.05775632,500,Lenta
608.7295997,607.7750996,38.65992307,500,Lenta
620.8823996,619.8258993,37.68008576,500,Lenta
614.6143,613.6413996,34.77872664,500,Lenta
613.7643,612.5200995,39.80793909,500,Lenta
608.7268994,607.407,41.87348561,500,Lenta
619.7995,618.8736971,37.17711769,500,Lenta
606.0772,605.4901977,40.49726951,500,Lenta
629.5504997,627.8278996,34.11439109,500,Lenta
598.8284991,597.8223994,37.4784271,500,Lenta
608.7541,607.4471992,36.70650638,500,Lenta
621.4885702,620.6779,37.91416011,500,Lenta
611.0011993,610.0512994,35.86320821,500,Lenta
596.4813,595.2259979,42.03041977,500,Lenta
627.5149,626.5914999,31.91186404,500,Lenta
600.6650996,599.7811999,36.81139145,500,Lenta
625.4606,624.2888993,34.70534859,500,Lenta
605.0812999,603.2233993,36.7359686,500,Lenta
602.3857,601.5615992,35.18615593,500,Lenta
620.6286991,620.0874996,31.33109945,500,Lenta
604.7459991,603.5825859,42.00257453,500,Lenta
616.4942,615.5561958,39.7763861,500,Lenta
594.5175,593.1535992,38.74536057,500,Lenta
610.3357997,609.3861992,36.51771797,500,Lenta
604.4945991,603.6604991,36.74330937,500,Lenta
605.1445,603.7666998,37.12504173,500,Lenta
610.6346997,609.0711992,39.72072125,500,Lenta
604.7477,603.7140992,40.14884314,500,Lenta
620.8546,619.7289,35.52639244,500,Lenta
619.0373,617.7549996,38.26781756,500,Lenta
605.1234994,604.6142997,37.32588184,500,Lenta
636.3665998,635.5889,35.19479855,500,Lenta
606.9049,605.4746968,37.11948869,500,Lenta
611.9625995,610.9143996,38.09415044,500,Lenta
629.6527,628.4092992,33.61759619,500,Lenta
625.0089,624.7448992,36.77477655,500,Lenta
607.7583995,607.0781996,37.95295256,500,Lenta
612.3041998,610.5930991,38.4368868,500,Lenta
629.1128997,628.0366994,36.06175309,500,Lenta
603.9748,603.5492999,37.56639145,500,Lenta
616.6744,615.7489865,35.58303792,500,Lenta
603.4560992,601.5089,33.8614972,500,Lenta
639.5336994,638.2205,37.83359105,500,Lenta
618.7649999,618.403,38.71989636,500,Lenta
617.4935,616.7052996,32.83394985,500,Lenta
609.0846998,608.1698994,37.30124868,500,Lenta
595.2865,593.7391042,37.89819266,500,Lenta
626.671,625.5303994,34.82909238,500,Lenta
612.7035992,612.0467996,41.79427127,500,Rapida
617.7258,616.7079903,45.8905573,500,Rapida
637.8274998,636.5255996,46.03408901,500,Rapida
609.5074998,608.1958,46.67875711,500,Rapida
611.0451997,610.3873,41.72365611,500,Rapida
624.0558998,623.3017993,51.67593998,500,Rapida
625.041,623.9425996,47.15775297,500,Rapida
607.55,606.5675997,47.52147273,500,Rapida
601.7425994,600.5813,43.36351242,500,Rapida
633.2823992,631.8381998,41.12376551,500,Rapida
607.8038992,606.6884992,46.77626683,500,Rapida
600.5584,599.769404,45.70439924,500,Rapida
610.8434996,609.7832997,45.28221129,500,Rapida
622.792,621.3509994,45.75718609,500,Rapida
622.744,621.654299,48.81401927,500,Rapida
602.9970995,602.0894991,41.82185145,500,Rapida
619.5665998,617.8592996,44.19757944,500,Rapida
608.0573992,607.0968995,41.25517182,500,Rapida
604.0293921,603.2072,46.35960635,500,Rapida
616.5457996,615.6143999,42.4392239,500,Rapida
596.3075997,594.8592304,51.9789453,500,Rapida
603.1719998,602.1588611,46.18195949,500,Rapida
623.7684984,622.642599,49.56007838,500,Rapida
603.0624998,602.1111993,51.14942358,500,Rapida
603.1950994,602.3099992,51.21630409,500,Rapida
619.3202,618.0104991,47.75422661,500,Rapida
629.0872,627.924799,43.74150543,500,Rapida
611.4603,610.2613,42.64111599,500,Rapida
611.2115,610.6420979,46.77352678,500,Rapida
610.4939,610.1982999,48.39545095,500,Rapida
613.494,612.8941,49.09584243,500,Rapida
610.0322,608.6573043,48.91083949,500,Rapida
616.5944993,615.5354984,48.30656025,500,Rapida
606.4097992,605.2357999,45.37745718,500,Rapida
584.1884,583.3261992,51.49480435,500,Rapida
611.0038997,609.8740995,45.00339251,500,Rapida
616.553,615.9743994,43.32843545,500,Rapida
622.1002997,620.7354,44.28600625,500,Rapida
599.2831993,598.2774031,43.72017901,500,Rapida
606.2298,605.3755673,46.05928485,500,Rapida
607.1811998,606.1012996,49.18372182,500,Rapida
610.5792,609.7201992,48.3418338,500,Rapida
611.5562999,610.058,49.36816229,500,Rapida
619.8789992,618.6503987,48.03900179,500,Rapida
603.0123,602.3768995,49.26146664,500,Rapida
637.1031,636.2016,46.52004127,500,Rapida
622.8833,621.7975999,48.99913493,500,Rapida
611.0282,610.1498,46.67543072,500,Rapida
601.1342998,600.7464,46.65132134,500,Rapida
602.5452993,602.0148996,45.96487915,500,Rapida
605.1461,604.0263628,48.64212274,500,Rapida
601.7099997,601.3344984,48.82223873,500,Rapida
610.4417993,609.2114991,47.73490161,500,Rapida
608.7295997,607.7750996,46.43178127,500,Rapida
620.8823996,619.8258993,45.39513363,500,Rapida
614.6143,613.6413996,48.15552667,500,Rapida
613.7643,612.5200995,47.63660333,500,Rapida
608.7268994,607.407,51.41615788,500,Rapida
619.7995,618.8736971,48.69153313,500,Rapida
606.0772,605.4901977,51.59935756,500,Rapida
629.5504997,627.8278996,43.79199022,500,Rapida
598.8284991,597.8223994,46.06961167,500,Rapida
608.7541,607.4471992,45.72690683,500,Rapida
621.4885702,620.6779,46.16359218,500,Rapida
611.0011993,610.0512994,44.27563926,500,Rapida
596.4813,595.2259979,51.06747108,500,Rapida
627.5149,626.5914999,42.59233132,500,Rapida
600.6650996,599.7811999,46.16775169,500,Rapida
625.4606,624.2888993,46.79538107,500,Rapida
605.0812999,603.2233993,46.74231349,500,Rapida
602.3857,601.5615992,45.33018061,500,Rapida
620.6286991,620.0874996,40.41051175,500,Rapida
604.7459991,603.5825859,49.89086371,500,Rapida
616.4942,615.5561958,47.56644966,500,Rapida
594.5175,593.1535992,47.22423782,500,Rapida
